source_dataset,source_group,split
lap,MAL01155,train
lap,MAL01156,train
lap,MAL01157,train
lap,MAL01158,train
lap,MAL01159,train
lap,MAL01160,train
lap,MAL01161,validation
lap,MAL01162,train
lap,MAL01163,train
lap,MAL01164,train
lap,MAL01165,test
lap,MAL01166,train
lap,MAL01167,train
lap,MAL01168,train
lap,MAL01169,train
lap,MAL01170,train
lap,MAL01171,train
lap,MAL01172,train
lap,MAL01174,train
lap,MAL01175,validation
lap,MAL01176,test
lap,MAL01177,train
lap,MAL01178,train
lap,MAL01179,train
lap,MAL01180,train
lap,MAL01181,train
lap,MAL01182,train
lap,MAL01183,train
lap,MAL01184,train
lap,MAL01185,test
lap,MAL01186,train
lap,MAL01187,train
lap,MAL01188,train
lap,MAL01189,test
lap,MAL01191,train
lap,MAL01192,train
lap,MAL01193,train
lap,MAL01194,train
lap,MAL01195,train
lap,MAL01196,validation
lap,MAL01198,train
lap,MAL01199,train
lap,MAL01200,train
lap,MAL01202,train
lap,MAL01203,train
lap,MAL01204,test
lap,MAL01205,train
lap,MAL01206,train
lap,MAL01207,train
lap,MAL01208,train
lap,MAL01209,train
lap,MAL01210,train
lap,MAL01211,test
lap,MAL01212,train
lap,MAL01214,train
lap,MAL01215,train
lap,MAL01216,train
lap,MAL01217,train
lap,MAL01218,train
lap,MAL01219,train
lap,MAL01220,train
lap,MAL01221,train
lap,MAL01222,train
lap,MAL01223,train
lap,MAL01224,test
lap,MAL01225,test
lap,MAL01226,train
lap,MAL01227,validation
lap,MAL01228,train
lap,MAL01230,train
lap,MAL01231,train
lap,MAL01232,train
lap,MAL01233,test
lap,MAL01234,validation
lap,MAL01235,train
lap,MAL01236,train
lap,MAL01237,validation
lap,MAL01238,train
lap,MAL01239,train
lap,MAL01240,train
lap,MAL01241,train
lap,MAL01243,train
lap,MAL01244,train
lap,MAL01245,train
lap,MAL01246,train
lap,MAL01247,train
lap,MAL01248,train
lap,MAL01249,train
lap,MAL01250,train
lap,MAL01251,train
lap,MAL01252,train
lap,MAL01253,train
lap,MAL01254,train
lap,MAL01255,train
lap,MAL01256,train
lap,MAL01257,train
lap,MAL01258,test
lap,MAL01259,train
lap,MAL01260,train
lap,MAL01261,train
lap,MAL01262,validation
lap,MAL01263,train
lap,MAL01264,train
lap,MAL01265,test
lap,MAL01266,train
lap,MAL01267,test
lap,MAL01268,train
lap,MAL01269,train
lap,MAL01270,validation
lap,MAL01271,validation
lap,MAL01272,train
lap,MAL01273,train
lap,MAL01274,train
lap,MAL01275,train
lap,MAL01276,train
lap,MAL01277,train
lap,MAL01278,train
lap,MAL01279,train
lap,MAL01280,train
lap,MAL01281,train
lap,MAL01283,train
lap,MAL01284,train
lap,MAL01285,validation
lap,MAL01286,test
lap,MAL01287,test
lap,MAL01288,train
lap,MAL01289,train
lap,MAL01290,test
lap,MAL01292,train
lap,MAL01293,test
lap,MAL01295,validation
lap,MAL01296,train
lap,MAL01297,train
lap,MAL01298,train
lap,MAL01299,train
lap,MAL01300,train
lap,MAL01301,train
lap,MAL01302,train
lap,MAL01303,train
lap,MAL01311,train
lap,MAL01312,validation
lap,MAL01313,validation
lap,MAL01314,train
lap,MAL01316,train
lap,MAL01317,train
lap,MAL01324,test
lap,MAL01325,train
lap,MAL01327,train
lap,MAL01328,train
lap,MAL01329,train
lap,MAL01331,test
lap,MAL01332,train
lap,MAL01333,train
lap,MAL01335,train
lap,MAL01336,validation
lap,MAL01337,test
lap,MAL01338,train
lap,MAL01339,test
lap,MAL01340,train
lap,MAL01341,test
lap,MAL01342,train
lap,MAL01343,train
lap,MAL01344,train
lap,MAL01345,train
lap,MAL01346,train
lap,MAL01347,train
lap,MAL01348,train
lap,MAL01349,validation
lap,MAL01350,train
lap,MAL01351,train
lap,MAL01352,train
lap,MAL01353,train
lap,MAL01355,test
lap,MAL01356,test
lap,MAL01357,train
lap,MAL01358,train
lap,MAL01359,validation
lap,MAL01360,test
lap,MAL01361,train
lap,MAL01362,train
lap,MAL01363,train
lap,MAL01364,train
lap,MAL01365,train
lap,MAL01366,train
lap,MAL01367,train
lap,MAL01368,test
lap,MAL01369,test
lap,MAL01370,train
lap,MAL01371,train
lap,MAL01372,test
lap,MAL01373,train
lap,MAL01374,train
lap,MAL01375,train
lap,MAL01376,test
lap,MAL01377,train
lap,MAL01378,train
lap,MAL01379,train
lap,MAL01380,train
lap,MAL01382,train
lap,MAL01383,train
lap,MAL01384,validation
lap,MAL01385,train
lap,MAL01386,train
lap,MAL01387,test
lap,MAL01388,train
lap,MAL01389,train
lap,MAL01390,train
lap,MAL01391,train
lap,MAL01392,train
lap,MAL01393,train
lap,MAL01394,test
lap,MAL01395,train
lap,MAL01396,test
lap,MAL01397,test
lap,MAL01398,validation
lap,MAL01399,train
lap,MAL01400,train
lap,MAL01401,train
lap,MAL01402,train
lap,MAL01403,train
lap,MAL01404,train
lap,MAL01405,validation
lap,MAL01406,train
lap,MAL01407,train
lap,MAL01408,train
lap,MAL01409,train
lap,MAL01410,train
lap,MAL01411,validation
lap,MAL01412,train
lap,MAL01413,train
lap,MAL01414,test
lap,MAL01415,train
lap,MAL01416,train
lap,MAL01417,train
lap,MAL01418,train
lap,MAL01419,train
lap,MAL01420,train
lap,MAL01421,train
lap,MAL01422,train
lap,MAL01423,train
lap,MAL01424,validation
lap,MAL01425,train
lap,MAL01426,validation
lap,MAL01427,train
lap,MAL01428,train
lap,MAL01429,train
lap,MAL01430,train
lap,MAL01431,validation
lap,MAL01432,train
lap,MAL01433,train
lap,MAL01434,train
lap,MAL01435,train
lap,MAL01436,train
lap,MAL01437,train
lap,MAL01438,train
lap,MAL01439,train
lap,MAL01440,test
lap,MAL01441,train
lap,MAL01442,train
lap,MAL01443,train
lap,MAL01444,train
lap,MAL01445,train
lap,MAL01448,test
lap,MAL01450,train
lap,MAL01451,train
lap,MAL01452,train
lap,MAL01453,train
lap,MAL01454,train
lap,MAL01455,train
lap,MAL01456,test
lap,MAL01457,test
lap,MAL01458,train
lap,MAL01459,train
lap,MAL01460,validation
lap,MAL01462,train
lap,MAL01465,train
lap,MAL01466,train
lap,MAL01468,train
lap,MAL01469,test
lap,MAL01470,train
lap,MAL01471,train
lap,MAL01472,train
lap,MAL01473,train
lap,MAL01474,train
lap,MAL01475,test
lap,MAL01476,test
lap,MAL01477,test
lap,MAL01478,train
lap,MAL01479,train
lap,MAL01480,train
lap,MAL01481,train
lap,MAL01482,test
lap,MAL01483,train
lap,MAL01484,train
lap,MAL01485,train
lap,MAL01486,train
lap,MAL01487,train
lap,MAL01488,train
lap,MAL01489,train
lap,MAL01490,train
lap,MAL01491,test
lap,MAL01492,train
lap,MAL01493,train
lap,MAL01494,train
lap,MAL01495,train
lap,MAL01496,validation
lap,MAL01497,train
lap,MAL01498,train
lap,MAL01499,test
lap,MAL01500,train
lap,MAL01501,train
lap,MAL01502,train
lap,MAL01503,train
lap,MAL01504,train
lap,MAL01505,validation
lap,MAL01506,train
lap,MAL01508,train
lap,MAL01509,train
lap,MAL01510,test
lap,MAL01511,validation
lap,MAL01512,test
lap,MAL01513,train
lap,MAL01514,test
lap,MAL01515,train
lap,MAL01516,train
lap,MAL01517,train
lap,MAL01519,train
lap,MAL01520,validation
lap,MAL01521,validation
lap,MAL01524,train
lap,MAL01525,train
lap,MAL01526,train
lap,MAL01527,test
lap,MAL01528,train
lap,MAL01529,train
lap,MAL01530,train
lap,MAL01531,train
lap,MAL01532,train
lap,MAL01533,validation
lap,MAL01534,train
lap,MAL01535,train
lap,MAL01536,train
lap,MAL01537,train
lap,MAL01538,train
lap,MAL01539,train
lap,MAL01540,train
lap,MAL01541,train
lap,MAL01542,train
lap,MAL01543,train
lap,MAL01544,train
lap,MAL01546,train
lap,MAL01547,train
lap,MAL01548,validation
lap,MAL01549,train
lap,MAL01550,test
lap,MAL01552,test
lap,MAL01553,train
lap,MAL01554,train
lap,MAL01555,train
lap,MAL01556,train
lap,MAL01557,train
lap,MAL01558,train
lap,MAL01559,train
lap,MAL01560,train
lap,MAL01561,train
lap,MAL01562,train
lap,MAL01563,train
lap,MAL01564,train
lap,MAL01565,train
lap,MAL01566,train
lap,MAL01567,validation
lap,MAL01568,train
lap,MAL01569,train
lap,MAL01570,train
lap,MAL01571,train
lap,MAL01572,train
lap,MAL01573,train
lap,MAL01574,train
lap,MAL01575,validation
lap,MAL01576,test
lap,MAL01577,train
lap,MAL01578,validation
lap,MAL01579,train
lap,MAL01580,train
lap,MAL01581,train
lap,MAL01582,train
lap,MAL01583,train
lap,MAL01584,test
lap,MAL01585,train
lap,MAL01586,test
lap,MAL01587,test
lap,MAL01588,test
lap,MAL01589,train
lap,MAL01590,train
lap,MAL01591,train
lap,MAL01592,validation
lap,MAL01593,train
lap,MAL01594,train
lap,MAL01595,test
lap,MAL01596,test
lap,MAL01597,test
lap,MAL01598,train
lap,MAL01599,train
lap,MAL01600,test
lap,MAL01601,train
lap,MAL01602,train
lap,MAL01603,train
lap,MAL01604,train
lap,MAL01606,train
lap,MAL01607,test
lap,MAL01608,train
lap,MAL01609,train
lap,MAL01611,train
lap,MAL01613,train
lap,MAL01614,test
lap,MAL01617,train
lap,MAL01618,train
lap,MAL01619,train
lap,MAL01620,train
lap,MAL01621,train
lap,MAL01622,test
lap,MAL01623,validation
lap,MAL01624,train
lap,MAL01625,train
lap,MAL01626,train
lap,MAL01627,train
lap,MAL01628,train
lap,MAL01629,train
lap,MAL01630,train
lap,MAL01631,train
lap,MAL01632,train
lap,MAL01633,train
lap,MAL01634,train
lap,MAL01635,train
lap,MAL01636,train
lap,MAL01637,validation
lap,MAL01638,train
lap,MAL01639,train
lap,MAL01640,train
lap,MAL01641,train
lap,MAL01642,train
lap,MAL01643,train
lap,MAL01644,train
lap,MAL01645,train
lap,MAL01647,train
lap,MAL01648,test
lap,MAL01650,train
lap,MAL01651,validation
lap,MAL01652,validation
lap,MAL01654,train
lap,MAL01655,validation
lap,MAL01656,validation
lap,MAL01657,train
lap,MAL01658,train
lap,MAL01659,train
lap,MAL01660,train
lap,MAL01661,train
lap,MAL01662,train
lap,MAL01663,validation
lap,MAL01664,train
lap,MAL01665,test
lap,MAL01666,train
lap,MAL01667,test
lap,MAL01668,train
lap,MAL01669,test
lap,MAL01670,train
lap,MAL01671,train
lap,MAL01672,train
lap,MAL01673,train
lap,MAL01674,train
lap,MAL01675,test
lap,MAL01676,train
lap,MAL01677,test
lap,MAL01678,train
lap,MAL01679,train
lap,MAL01681,train
lap,MAL01682,validation
lap,MAL01683,train
lap,MAL01684,train
lap,MAL01685,train
lap,MAL01686,train
lap,MAL01688,validation
lap,MAL01689,train
lap,MAL01690,train
lap,MAL01691,validation
lap,MAL01692,train
lap,MAL01693,validation
lap,MAL01694,train
lap,MAL01695,train
lap,MAL01696,train
lap,MAL01698,train
lap,MAL01699,train
lap,MAL01701,test
lap,MAL01702,test
lap,MAL01703,validation
lap,MAL01704,train
lap,MAL01705,train
lap,MAL01706,train
lap,MAL01707,validation
lap,MAL01708,train
lap,MAL01709,train
lap,MAL01710,train
lap,MAL01711,train
lap,MAL01712,test
lap,MAL01713,train
lap,MAL01718,train
lap,MAL01719,validation
lap,MAL01720,train
lap,MAL01721,train
lap,MAL01722,train
lap,MAL01723,test
lap,MAL01724,train
lap,MAL01725,test
lap,MAL01726,test
lap,MAL01727,train
lap,MAL01728,train
lap,MAL01729,train
lap,MAL01731,test
lap,MAL01732,train
lap,MAL01733,train
lap,MAL01734,validation
lap,MAL01735,train
lap,MAL01736,train
lap,MAL01737,train
lap,MAL01738,train
lap,MAL01739,train
lap,MAL01740,train
lap,MAL01741,train
lap,MAL01742,train
lap,MAL01743,train
lap,MAL01744,train
lap,MAL01745,validation
lap,MAL01746,train
lap,MAL01747,train
lap,MAL01748,train
lap,MAL01749,train
lap,MAL01750,train
lap,MAL01751,train
lap,MAL01752,train
lap,MAL01753,train
lap,MAL01754,train
lap,MAL01755,train
lap,MAL01756,test
lap,MAL01757,train
lap,MAL01758,train
lap,MAL01759,test
lap,MAL01760,train
lap,MAL01761,test
lap,MAL01762,train
lap,MAL01763,train
lap,MAL01764,train
lap,MAL01765,test
lap,MAL01766,train
lap,MAL01767,train
lap,MAL01768,train
lap,MAL01769,train
lap,MAL01770,train
lap,MAL01771,train
lap,MAL01772,train
lap,MAL01773,train
lap,MAL01774,train
lap,MAL01775,train
lap,MAL01776,train
lap,MAL01777,test
lap,MAL01778,train
lap,MAL01779,test
lap,MAL01780,train
lap,MAL01781,validation
lap,MAL01782,train
lap,MAL01783,train
lap,MAL01784,train
lap,MAL01785,validation
lap,MAL01786,train
lap,MAL01787,train
lap,MAL01788,train
lap,MAL01789,test
lap,MAL01790,test
lap,MAL01791,train
lap,MAL01792,test
lap,MAL01793,test
lap,MAL01794,test
lap,MAL01795,train
lap,MAL01796,train
lap,MAL01797,train
lap,MAL01798,train
lap,MAL01799,train
lap,MAL01800,train
lap,MAL01802,train
lap,MAL01803,train
lap,MAL01804,train
lap,MAL01805,validation
lap,MAL01806,train
lap,MAL01807,test
lap,MAL01808,train
lap,MAL01810,validation
lap,MAL01811,train
lap,MAL01812,train
lap,MAL01813,train
lap,MAL01815,train
lap,MAL01816,train
lap,MAL01817,train
lap,MAL01818,train
lap,MAL01819,train
lap,MAL01820,train
lap,MAL01821,test
lap,MAL01822,validation
lap,MAL01823,train
lap,MAL01824,validation
lap,MAL01825,train
lap,MAL01826,train
lap,MAL01827,train
lap,MAL01828,validation
lap,MAL01829,train
lap,MAL01830,test
lap,MAL01831,validation
lap,MAL01832,train
lap,MAL01833,train
lap,MAL01834,test
lap,MAL01835,test
lap,MAL01836,validation
lap,MAL01837,train
lap,MAL01838,train
lap,MAL01839,test
lap,MAL01840,validation
lap,MAL01841,train
lap,MAL01842,test
lap,MAL01844,train
lap,MAL01845,train
lap,MAL01846,train
lap,MAL01848,validation
lap,MAL01849,train
lap,MAL01850,train
lap,MAL01851,train
lap,MAL01852,train
lap,MAL01853,test
lap,MAL01854,test
lap,MAL01855,train
lap,MAL01856,train
lap,MAL01857,train
lap,MAL01858,train
lap,MAL01859,train
lap,MAL01860,test
lap,MAL01861,train
lap,MAL01862,train
lap,MAL01863,train
lap,MAL01864,train
lap,MAL01865,train
lap,MAL01866,train
lap,MAL01867,train
lap,MAL01868,train
lap,MAL01869,test
lap,MAL01872,train
lap,MAL01873,test
lap,MAL01874,validation
lap,MAL01878,train
lap,MAL01879,train
lap,MAL01880,train
lap,MAL01881,train
lap,MAL01882,train
lap,MAL01883,train
lap,MAL01884,test
lap,MAL01885,validation
lap,MAL01886,train
lap,MAL01887,test
lap,MAL01888,train
lap,MAL01889,train
lap,MAL01890,train
lap,MAL01891,train
lap,MAL01892,train
lap,MAL01893,validation
lap,MAL01894,train
lap,MAL01895,test
lap,MAL01896,train
lap,MAL01897,train
lap,MAL01898,train
lap,MAL01899,train
lap,MAL01900,train
lap,MAL01901,train
lap,MAL01902,test
lap,MAL01903,train
lap,MAL01904,train
lap,MAL01905,train
lap,MAL01906,test
lap,MAL01907,train
lap,MAL01908,train
lap,MAL01909,train
lap,MAL01910,train
lap,MAL01911,test
lap,MAL01912,validation
lap,MAL01913,train
lap,MAL01914,train
lap,MAL01915,train
lap,MAL01916,train
lap,MAL01917,train
lap,MAL01918,test
lap,MAL01919,train
lap,MAL01920,test
lap,MAL01921,test
lap,MAL01922,validation
lap,MAL01923,train
lap,MAL01924,train
lap,MAL01925,train
lap,MAL01926,train
lap,MAL01927,train
lap,MAL01928,train
lap,MAL01929,train
lap,MAL01930,train
lap,MAL01931,validation
lap,MAL01932,train
lap,MAL01933,train
lap,MAL01935,train
lap,MAL01936,train
lap,MAL01937,train
lap,MAL01938,test
lap,MAL01939,test
lap,MAL01940,train
lap,MAL01941,train
lap,MAL01942,train
lap,MAL01943,train
lap,MAL01944,train
lap,MAL01946,train
lap,MAL01947,train
lap,MAL01949,train
lap,MAL01951,train
lap,MAL01952,train
lap,MAL01953,train
lap,MAL01954,train
lap,MAL01955,train
lap,MAL01956,train
lap,MAL01957,validation
lap,MAL01958,train
lap,MAL01959,train
lap,MAL01960,train
lap,MAL01961,train
lap,MAL01962,train
lap,MAL01964,train
lap,MAL01965,train
lap,MAL01966,train
lap,MAL01967,train
lap,MAL01968,train
lap,MAL01969,train
lap,MAL01972,train
lap,MAL01973,train
lap,MAL01974,train
lap,MAL01975,train
lap,MAL01977,train
lap,MAL01978,test
lap,MAL01979,train
lap,MAL01980,train
lap,MAL01981,train
lap,MAL01982,train
lap,MAL01983,test
lap,MAL01984,train
lap,MAL01985,train
lap,MAL01986,train
lap,MAL01988,train
lap,MAL01989,train
lap,MAL01990,train
lap,MAL01991,validation
lap,MAL01992,train
lap,MAL01993,validation
lap,MAL01995,test
lap,MAL01996,train
lap,MAL01998,train
lap,MAL01999,validation
lap,MAL02000,train
lap,MAL02001,validation
lap,MAL02002,train
lap,MAL02003,validation
lap,MAL02004,train
lap,MAL02006,validation
lap,MAL02007,train
lap,MAL02008,train
lap,MAL02009,validation
lap,MAL02010,train
lap,MAL02011,train
lap,MAL02012,test
lap,MAL02013,train
lap,MAL02014,train
lap,MAL02015,validation
lap,MAL02016,test
lap,MAL02017,test
lap,MAL02018,train
lap,MAL02019,train
lap,MAL02020,train
lap,MAL02021,train
lap,MAL02022,test
lap,MAL02023,train
lap,MAL02024,train
lap,MAL02025,train
lap,MAL02026,train
lap,MAL02027,train
lap,MAL02028,train
lap,MAL02029,train
lap,MAL02030,train
lap,MAL02031,train
lap,MAL02032,train
lap,MAL02033,train
lap,MAL02034,train
lap,MAL02035,train
lap,MAL02036,train
lap,MAL02037,train
lap,MAL02038,train
lap,MAL02039,train
lap,MAL02040,train
lap,MAL02041,train
lap,MAL02042,train
lap,MAL02043,train
lap,MAL02044,validation
lap,MAL02045,validation
lap,MAL02046,train
lap,MAL02047,test
lap,MAL02048,train
lap,MAL02049,train
lap,MAL02050,train
lap,MAL02051,train
lap,MAL02052,train
lap,MAL02053,train
lap,MAL02054,train
lap,MAL02055,train
lap,MAL02056,train
lap,MAL02057,validation
lap,MAL02058,train
lap,MAL02059,test
lap,MAL02060,train
lap,MAL02061,train
lap,MAL02062,train
lap,MAL02063,train
lap,MAL02064,test
lap,MAL02065,test
lap,MAL02066,train
lap,MAL02067,train
lap,MAL02068,validation
lap,MAL02069,train
lap,MAL02070,train
lap,MAL02071,train
lap,MAL02072,test
lap,MAL02073,train
lap,MAL02074,validation
lap,MAL02075,test
lap,MAL02076,train
lap,MAL02077,train
lap,MAL02078,train
lap,MAL02079,train
lap,MAL02080,train
lap,MAL02081,train
lap,MAL02082,train
lap,MAL02083,train
lap,MAL02084,train
lap,MAL02085,train
lap,MAL02086,test
lap,MAL02087,train
lap,MAL02088,test
lap,MAL02089,train
lap,MAL02090,train
lap,MAL02091,test
lap,MAL02092,train
lap,MAL02093,validation
lap,MAL02094,train
lap,MAL02095,test
lap,MAL02096,test
lap,MAL02097,train
lap,MAL02098,train
lap,MAL02099,validation
lap,MAL02100,train
lap,MAL02101,train
lap,MAL02102,train
lap,MAL02103,validation
lap,MAL02104,train
lap,MAL02105,train
lap,MAL02106,train
lap,MAL02107,train
lap,MAL02108,train
lap,MAL02109,train
lap,MAL02110,train
lap,MAL02111,train
lap,MAL02112,train
lap,MAL02113,test
lap,MAL02114,train
lap,MAL02116,test
lap,MAL02117,train
lap,MAL02118,validation
lap,MAL02119,train
lap,MAL02120,test
lap,MAL02121,train
lap,MAL02122,validation
lap,MAL02123,train
lap,MAL02124,validation
lap,MAL02125,train
lap,MAL02126,validation
lap,MAL02127,test
lap,MAL02128,train
lap,MAL02129,test
lap,MAL02130,test
lap,MAL02131,train
lap,MAL02132,train
lap,MAL02133,train
lap,MAL02134,train
lap,MAL02135,train
lap,MAL02136,train
lap,MAL02137,train
lap,MAL02138,train
lap,MAL02139,train
lap,MAL02140,train
lap,MAL02141,train
lap,MAL02142,train
lap,MAL02143,train
lap,MAL02144,train
lap,MAL02145,validation
lap,MAL02146,train
lap,MAL02147,train
lap,MAL02148,train
lap,MAL02150,train
lap,MAL02151,train
lap,MAL02152,train
lap,MAL02153,train
lap,MAL02154,train
lap,MAL02155,train
lap,MAL02156,validation
lap,MAL02157,train
lap,MAL02158,train
lap,MAL02159,train
lap,MAL02161,train
lap,MAL02162,test
lap,MAL02163,train
lap,MAL02164,train
lap,MAL02165,train
lap,MAL02166,train
lap,MAL02167,train
lap,MAL02168,validation
lap,MAL02169,train
lap,MAL02170,train
lap,MAL02171,train
lap,MAL02172,train
lap,MAL02173,train
lap,MAL02174,test
lap,MAL02175,train
lap,MAL02176,train
lap,MAL02178,train
lap,MAL02179,test
lap,MAL02180,train
lap,MAL02181,train
lap,MAL02182,train
lap,MAL02183,train
lap,MAL02185,train
lap,MAL02186,validation
lap,MAL02187,train
lap,MAL02188,test
lap,MAL02189,train
lap,MAL02190,train
lap,MAL02191,test
lap,MAL02193,train
lap,MAL02194,test
lap,MAL02195,test
lap,MAL02196,test
lap,MAL02199,train
lap,MAL02200,train
lap,MAL02201,train
lap,MAL02202,test
lap,MAL02203,train
lap,MAL02204,train
lap,MAL02205,test
lap,MAL02206,train
lap,MAL02207,train
lap,MAL02208,train
lap,MAL02209,train
lap,MAL02210,validation
lap,MAL02211,train
lap,MAL02212,train
lap,MAL02213,train
lap,MAL02214,train
lap,MAL02215,train
lap,MAL02216,train
lap,MAL02217,test
lap,MAL02218,test
lap,MAL02219,train
lap,MAL02220,train
lap,MAL02221,train
lap,MAL02222,train
lap,MAL02223,test
lap,MAL02224,validation
lap,MAL02225,test
lap,MAL02226,train
lap,MAL02227,validation
lap,MAL02228,test
lap,MAL02229,train
lap,MAL02230,train
lap,MAL02231,train
lap,MAL02232,validation
lap,MAL02233,train
lap,MAL02234,train
lap,MAL02235,train
lap,MAL02236,validation
lap,MAL02237,train
lap,MAL02238,train
lap,MAL02239,train
lap,MAL02240,train
lap,MAL02243,test
lap,MAL02244,train
lap,MAL02245,validation
lap,MAL02246,test
lap,MAL02248,validation
lap,MAL02249,train
lap,MAL02250,train
lap,MAL02251,train
lap,MAL02252,test
lap,MAL02253,validation
lap,MAL02254,train
lap,MAL02255,test
lap,MAL02256,train
lap,MAL02257,train
lap,MAL02258,train
lap,MAL02259,train
lap,MAL02260,train
lap,MAL02261,train
lap,MAL02262,train
lap,MAL02263,train
lap,MAL02264,validation
lap,MAL02266,test
lap,MAL02267,train
lap,MAL02269,train
lap,MAL02272,train
lap,MAL02273,train
lap,MAL02274,train
lap,MAL02275,train
lap,MAL02276,train
lap,MAL02277,train
lap,MAL02278,test
lap,MAL02279,test
lap,MAL02280,train
lap,MAL02281,train
lap,MAL02282,train
lap,MAL02283,train
lap,MAL02284,train
lap,MAL02285,train
lap,MAL02286,train
lap,MAL02287,validation
lap,MAL02288,train
lap,MAL02289,train
lap,MAL02290,train
lap,MAL02291,train
lap,MAL02292,test
lap,MAL02293,train
lap,MAL02294,train
lap,MAL02298,train
lap,MAL02300,train
lap,MAL02301,train
lap,MAL02302,train
lap,MAL02303,train
lap,MAL02304,train
lap,MAL02305,train
lap,MAL02306,train
lap,MAL02307,train
lap,MAL02308,train
lap,MAL02309,train
lap,MAL02310,train
lap,MAL02311,train
lap,MAL02312,validation
lap,MAL02313,test
lap,MAL02314,train
lap,MAL02315,train
lap,MAL02316,train
lap,MAL02317,validation
lap,MAL02318,train
lap,MAL02319,train
lap,MAL02321,train
lap,MAL02322,train
lap,MAL02324,train
lap,MAL02325,validation
lap,MAL02326,train
lap,MAL02327,train
lap,MAL02328,train
lap,MAL02329,train
lap,MAL02330,train
lap,MAL02331,test
lap,MAL02332,train
lap,MAL02333,train
lap,MAL02334,test
lap,MAL02335,train
lap,MAL02336,train
lap,MAL02337,train
lap,MAL02338,validation
lap,MAL02339,train
lap,MAL02340,validation
lap,MAL02341,test
lap,MAL02342,train
lap,MAL02343,train
lap,MAL02344,train
lap,MAL02345,train
lap,MAL02346,test
lap,MAL02348,train
lap,MAL02349,train
lap,MAL02350,train
lap,MAL02351,train
lap,MAL02352,train
lap,MAL02353,train
lap,MAL02354,train
lap,MAL02355,train
lap,MAL02356,train
lap,MAL02357,train
lap,MAL02360,train
lap,MAL02361,test
lap,MAL02362,validation
lap,MAL02363,test
lap,MAL02364,train
lap,MAL02365,train
lap,MAL02366,train
lap,MAL02367,train
lap,MAL02368,train
lap,MAL02369,train
lap,MAL02370,test
lap,MAL02371,test
lap,MAL02372,train
lap,MAL02373,train
lap,MAL02374,validation
lap,MAL02375,train
lap,MAL02376,train
lap,MAL02377,validation
lap,MAL02378,train
lap,MAL02379,train
lap,MAL02380,test
lap,MAL02382,train
lap,MAL02383,train
lap,MAL02384,train
lap,MAL02385,train
lap,MAL02386,train
lap,MAL02387,train
lap,MAL02388,train
lap,MAL02389,test
lap,MAL02390,train
lap,MAL02391,train
lap,MAL02392,train
lap,MAL02393,validation
lap,MAL02394,train
lap,MAL02395,test
lap,MAL02396,train
lap,MAL02397,train
lap,MAL02398,train
lap,MAL02399,train
lap,MAL02400,train
lap,MAL02402,train
lap,MAL02403,train
lap,MAL02404,test
lap,MAL02405,train
lap,MAL02406,validation
lap,MAL02407,validation
lap,MAL02408,train
lap,MAL02409,train
lap,MAL02410,train
lap,MAL02411,test
lap,MAL02412,train
lap,MAL02413,validation
lap,MAL02414,test
lap,MAL02415,train
lap,MAL02416,train
lap,MAL02417,train
lap,MAL02418,train
lap,MAL02419,train
lap,MAL02420,validation
lap,MAL02421,train
lap,MAL02422,test
lap,MAL02423,test
lap,MAL02424,train
lap,MAL02427,train
lap,MAL02428,train
lap,MAL02429,train
lap,MAL02430,train
lap,MAL02431,train
lap,MAL02432,train
lap,MAL02433,train
lap,MAL02434,train
lap,MAL02435,train
lap,MAL02436,validation
lap,MAL02437,train
lap,MAL02438,train
lap,MAL02439,train
lap,MAL02440,train
lap,MAL02441,validation
lap,MAL02442,validation
lap,MAL02443,train
lap,MAL02444,train
lap,MAL02445,train
lap,MAL02446,train
lap,MAL02447,train
lap,MAL02448,train
lap,MAL02449,train
lap,MAL02450,train
lap,MAL02451,train
lap,MAL02452,test
lap,MAL02453,train
lap,MAL02454,train
lap,MAL02455,train
lap,MAL02456,train
lap,MAL02457,train
lap,MAL02458,test
lap,MAL02459,validation
lap,MAL02460,train
lap,MAL02461,validation
lap,MAL02462,validation
lap,MAL02463,test
lap,MAL02465,test
lap,MAL02466,train
lap,MAL02467,validation
lap,MAL02468,test
lap,MAL02469,validation
lap,MAL02470,train
lap,MAL02471,train
lap,MAL02472,test
lap,MAL02473,train
lap,MAL02474,train
lap,MAL02475,train
lap,MAL02476,test
lap,MAL02479,train
lap,MAL02480,train
lap,MAL02482,train
lap,MAL02483,validation
lap,MAL02484,train
lap,MAL02485,test
lap,MAL02486,train
lap,MAL02487,validation
lap,MAL02488,train
lap,MAL02489,train
lap,MAL02490,test
lap,MAL02491,train
lap,MAL02492,train
lap,MAL02493,test
lap,MAL02494,train
lap,MAL02495,train
lap,MAL02497,validation
lap,MAL02498,train
lap,MAL02499,train
lap,MAL02500,test
lap,MAL02501,train
lap,MAL02503,train
lap,MAL02505,train
lap,MAL02506,train
lap,MAL02507,test
lap,MAL02508,validation
lap,MAL02510,train
lap,MAL02511,train
lap,MAL02512,train
lap,MAL02513,test
lap,MAL02514,train
lap,MAL02515,train
lap,MAL02516,train
lap,MAL02517,test
lap,MAL02518,test
lap,MAL02520,train
lap,MAL02521,validation
lap,MAL02522,train
lap,MAL02523,train
lap,MAL02524,train
lap,MAL02525,train
lap,MAL02526,validation
lap,MAL02527,train
lap,MAL02528,train
lap,MAL02529,train
lap,MAL02530,test
lap,MAL02531,validation
