sample_id,decision,tags,note
trn00825,keep,,
trn00826,keep,,
trn00827,keep,,
trn00828,keep,,
trn00829,keep,,
trn00830,keep,,
trn00831,keep,,
trn00832,keep,,
trn00833,keep,,
trn00834,keep,,
trn00835,keep,,
trn00836,keep,,
trn00837,keep,,
trn00838,keep,,
trn00839,keep,,
trn00840,keep,,
trn00841,keep,,
trn00842,keep,,
trn00843,keep,,
trn00844,keep,,
trn00845,keep,,
trn00846,keep,,
trn00847,keep,,
trn00848,keep,,
trn00849,keep,,
trn00850,keep,,
trn00851,keep,,
trn00852,keep,,
trn00853,keep,,
trn00854,keep,,
trn00855,keep,,
trn00856,keep,,
trn00857,keep,,
trn00858,keep,,
trn00859,keep,,
trn00860,keep,,
trn00861,keep,,
trn00862,keep,,
trn00863,keep,,
trn00864,keep,,
trn00865,keep,,
trn00866,keep,,
trn00867,keep,,
trn00868,keep,,
trn00869,keep,,
trn00870,keep,,
trn00871,keep,,
trn00872,keep,,
trn00873,keep,,
trn00874,keep,,
trn00875,keep,,
trn00876,keep,,
trn00877,keep,,
trn00878,keep,,
trn00879,keep,,
trn00880,keep,,
trn00881,keep,,
trn00882,keep,,
trn00883,keep,,
trn00884,keep,,
trn00885,keep,,
trn00886,keep,,
trn00887,keep,,
trn00888,keep,,
trn00889,keep,,
trn00890,keep,,
trn00891,keep,,
trn00892,keep,,
trn00893,keep,,
trn00894,keep,,
trn00895,keep,,
trn00896,keep,,
trn00897,keep,,
trn00898,keep,,
trn00899,keep,,
trn00900,keep,,
trn00901,keep,,
trn00902,keep,,
trn00903,keep,,
trn00904,keep,,
trn00905,keep,,
trn00906,reject,,负样本疑似包含人物五官及侧脸，存在标签冲突
trn00907,keep,,
trn00908,keep,,
trn00909,keep,,
trn00910,keep,,
trn00911,keep,,
trn00912,keep,,
trn00913,keep,,
trn00914,keep,,
trn00915,keep,,
trn00916,keep,,
trn00917,keep,,
trn00918,keep,,
trn00919,keep,,
trn00920,keep,,
trn00921,keep,,
trn00922,keep,,
trn00923,keep,,
trn00924,keep,,
trn00925,keep,,
trn00926,keep,,
trn00927,keep,,
trn00928,keep,,
trn00929,keep,,
trn00930,keep,,
trn00931,keep,,
trn00932,keep,,
trn00933,keep,,
trn00934,keep,,
trn00935,keep,,
trn00936,keep,,
trn00937,keep,,
trn00938,keep,,
trn00939,keep,,
trn00940,keep,,
trn00941,keep,,
trn00942,keep,,
trn00943,keep,,
trn00944,keep,,
trn00945,keep,,
trn00946,keep,,
trn00947,keep,,
trn00948,keep,,
trn00949,keep,,
trn00950,keep,,
trn00951,keep,,
trn00952,keep,,
trn00953,keep,,
trn00954,keep,,
trn00955,keep,,
trn00956,keep,,
trn00957,keep,,
trn00958,keep,,
trn00959,keep,,
trn00960,keep,,
trn00961,keep,,
trn00962,keep,,
trn00963,keep,,
trn00964,keep,,
trn00965,keep,,
trn00966,keep,,
trn00967,keep,,
trn00968,keep,,
trn00969,keep,,
trn00970,keep,,
trn00971,keep,,
trn00972,keep,,
trn00973,keep,,
trn00974,keep,,
trn00975,keep,,
trn00976,keep,,
trn00977,keep,,
trn00978,keep,,
trn00979,keep,,
trn00980,keep,,
trn00981,keep,,
trn00982,keep,,
trn00983,keep,,
trn00984,keep,,
trn00985,keep,,
trn00986,keep,,
trn00987,keep,,
trn00988,keep,,
trn00989,keep,,
trn00990,keep,,
trn00991,keep,,
trn00992,keep,,
trn00993,keep,,
trn00994,keep,,
trn00995,keep,,
trn00996,keep,,
trn00997,keep,,
trn00998,keep,,
trn00999,keep,,
trn01000,keep,,
trn01001,keep,,
trn01002,keep,,
trn01003,keep,,
trn01004,keep,,
trn01005,keep,,
trn01006,keep,,
trn01007,keep,,
trn01008,keep,,
trn01009,keep,,
trn01010,keep,,
trn01011,keep,,
trn01012,keep,,
trn01013,keep,,
trn01014,keep,,
trn01015,keep,,
trn01016,keep,,
trn01017,keep,,
trn01018,keep,,
trn01019,keep,,
trn01020,keep,,
trn01021,keep,,
trn01022,keep,,
trn01023,keep,,
trn01024,keep,,
trn01025,keep,,
trn01026,keep,,
trn01027,keep,,
trn01028,keep,,
trn01029,keep,,
trn01030,keep,,
trn01031,keep,,
trn01032,keep,,
trn01033,keep,,
trn01034,keep,,
trn01035,keep,,
trn01036,keep,,
trn01037,keep,,
trn01038,keep,,
trn01039,keep,,
trn01040,keep,,
trn01041,keep,,
trn01042,keep,,
trn01043,keep,,
trn01044,keep,,
trn01045,keep,,
trn01046,keep,,
trn01047,keep,,
trn01048,keep,,
trn01049,keep,,
trn01050,keep,,
trn01051,keep,,
trn01052,keep,,
trn01053,keep,,
trn01054,keep,,
trn01055,keep,,
trn01056,keep,,
trn01057,keep,,
trn01058,keep,,
trn01059,keep,,
trn01060,keep,,
trn01061,keep,,
trn01062,keep,,
trn01063,keep,,
trn01064,keep,,
trn01065,keep,,
trn01066,keep,,
trn01067,keep,,
trn01068,keep,,
trn01069,keep,,
trn01070,keep,,
trn01071,reject,,负样本中出现人物侧脸区域，存在标签冲突
trn01072,keep,,
trn01073,keep,,
trn01074,keep,,
trn01075,keep,,
trn01076,keep,,
trn01077,keep,,
trn01078,keep,,
trn01079,keep,,
trn01080,keep,,
trn01081,keep,,
trn01082,keep,,
trn01083,keep,,
trn01084,keep,,
trn01085,keep,,
trn01086,keep,,
trn01087,keep,,
trn01088,keep,,
trn01089,keep,,
trn01090,keep,,
trn01091,keep,,
trn01092,keep,,
trn01093,keep,,
trn01094,keep,,
trn01095,keep,,
trn01096,keep,,
trn01097,keep,,
trn01098,keep,,
trn01099,keep,,
trn01100,keep,,
trn01101,keep,,
trn01102,keep,,
trn01103,keep,,
trn01104,keep,,
trn01105,keep,,
trn01106,keep,,
trn01107,keep,,
trn01108,keep,,
trn01109,keep,,
trn01110,keep,,
trn01111,keep,,
trn01112,keep,,
trn01113,keep,,
trn01114,keep,,
trn01115,keep,,
trn01116,keep,,
trn01117,keep,,
trn01118,keep,,
trn01119,keep,,
trn01120,keep,,
trn01121,keep,,
trn01122,keep,,
trn01123,keep,,
trn01124,keep,,
trn01125,reject,,负样本包含人物头部及疑似面部，存在标签冲突
trn01126,keep,,
trn01127,keep,,
trn01128,keep,,
trn01129,keep,,
trn01130,keep,,
trn01131,keep,,
trn01132,keep,,
trn01133,keep,,
trn01134,keep,,
trn01135,keep,,
trn01136,keep,,
trn01137,keep,,
trn01138,keep,,
trn01139,keep,,
trn01140,keep,,
trn01141,keep,,
trn01142,keep,,
trn01143,keep,,
trn01144,keep,,
trn01145,keep,,
trn01146,keep,,
trn01147,keep,,
trn01148,keep,,
trn01149,keep,,
trn01150,keep,,
trn01151,keep,,
trn01152,keep,,
trn01153,keep,,
trn01154,keep,,
trn01155,reject,,负样本含可辨认的动漫人脸，存在标签冲突
trn01156,keep,,
trn01157,keep,,
trn01158,keep,,
trn01159,keep,,
trn01160,keep,,
trn01161,keep,,
trn01162,keep,,
trn01163,keep,,
trn01164,keep,,
trn01165,keep,,
trn01166,keep,,
trn01167,keep,,
trn01168,keep,,
trn01169,keep,,
trn01170,keep,,
trn01171,keep,,
trn01172,keep,,
trn01173,keep,,
trn01174,keep,,
trn01175,keep,,
trn01176,keep,,
trn01177,keep,,
trn01178,keep,,
trn01179,keep,,
trn01180,keep,,
trn01181,keep,,
trn01182,keep,,
trn01183,keep,,
trn01184,keep,,
trn01185,keep,,
trn01186,keep,,
trn01187,keep,,
trn01188,keep,,
trn01189,keep,,
trn01190,keep,,
trn01191,keep,,
trn01192,keep,,
trn01193,keep,,
trn01194,keep,,
trn01195,keep,,
trn01196,keep,,
trn01197,keep,,
trn01198,keep,,
trn01199,keep,,
trn01200,keep,,
trn01201,keep,,
trn01202,keep,,
trn01203,keep,,
trn01204,keep,,
trn01205,keep,,
trn01206,keep,,
trn01207,keep,,
trn01208,keep,,
trn01209,keep,,
trn01210,keep,,
trn01211,keep,,
trn01212,keep,,
trn01213,keep,,
trn01214,keep,,
trn01215,keep,,
trn01216,keep,,
trn01217,keep,,
trn01218,keep,,
trn01219,keep,,
trn01220,keep,,
trn01221,reject,,负样本包含疑似局部人脸，存在标签冲突
trn01222,keep,,
trn01223,keep,,
trn01224,keep,,
trn01225,keep,,
trn01226,keep,,
trn01227,keep,,
trn01228,keep,,
trn01229,keep,,
trn01230,keep,,
trn01231,keep,,
trn01232,keep,,
trn01233,keep,,
trn01234,keep,,
trn01235,keep,,
trn01236,keep,,
trn01237,keep,,
trn01238,keep,,
trn01239,keep,,
trn01240,keep,,
trn01241,keep,,
trn01242,keep,,
trn01243,keep,,
trn01244,keep,,
trn01245,keep,,
trn01246,keep,,
trn01247,keep,,
trn01248,keep,,
trn01249,keep,,
trn01250,keep,,
trn01251,keep,,
trn01252,keep,,
trn01253,keep,,
trn01254,keep,,
trn01255,keep,,
trn01256,keep,,
trn01257,keep,,
trn01258,keep,,
trn01259,keep,,
trn01260,keep,,
trn01261,keep,,
trn01262,keep,,
trn01263,keep,,
trn01264,keep,,
trn01265,keep,,
trn01266,keep,,
trn01267,keep,,
trn01268,keep,,
trn01269,keep,,
trn01270,keep,,
trn01271,keep,,
trn01272,keep,,
trn01273,keep,,
trn01274,keep,,
trn01275,keep,,
trn01276,keep,,
trn01277,keep,,
trn01278,keep,,
trn01279,keep,,
trn01280,keep,,
trn01281,keep,,
trn01282,keep,,
trn01283,keep,,
trn01284,keep,,
trn01285,keep,,
trn01286,keep,,
trn01287,keep,,
trn01288,keep,,
trn01289,keep,,
trn01290,keep,,
trn01291,keep,,
trn01292,keep,,
trn01293,keep,,
trn01294,keep,,
trn01295,keep,,
trn01296,keep,,
trn01297,keep,,
trn01298,keep,,
trn01299,keep,,
trn01300,keep,,
trn01301,keep,,
trn01302,keep,,
trn01303,keep,,
trn01304,keep,,
trn01305,keep,,
trn01306,keep,,
trn01307,keep,,
trn01308,keep,,
trn01309,keep,,
trn01310,keep,,
trn01311,keep,,
trn01312,keep,,
trn01313,keep,,
trn01314,keep,,
trn01315,keep,,
trn01316,keep,,
trn01317,keep,,
trn01318,keep,,
trn01319,keep,,
trn01320,reject,,负样本包含疑似人物面部区域，存在标签冲突
trn01321,keep,,
trn01322,keep,,
trn01323,keep,,
trn01324,keep,,
trn01325,keep,,
trn01326,keep,,
trn01327,keep,,
trn01328,reject,,负样本含人物面部轮廓及五官，存在标签冲突
trn01329,keep,,
trn01330,keep,,
trn01331,keep,,
trn01332,keep,,
trn01333,keep,,
trn01334,keep,,
trn01335,keep,,
trn01336,keep,,
trn01337,keep,,
trn01338,keep,,
trn01339,keep,,
trn01340,keep,,
trn01341,keep,,
trn01342,keep,,
trn01343,keep,,
trn01344,keep,,
trn01345,keep,,
trn01346,keep,,
trn01347,keep,,
trn01348,keep,,
trn01349,keep,,
trn01350,keep,,
trn01351,keep,,
trn01352,keep,,
trn01353,keep,,
trn01354,keep,,
trn01355,keep,,
trn01356,keep,,
trn01357,keep,,
trn01358,keep,,
trn01359,keep,,
trn01360,keep,,
trn01361,keep,,
trn01362,keep,,
trn01363,keep,,
trn01364,keep,,
trn01365,keep,,
trn01366,keep,,
trn01367,reject,,负样本混入可辨认的人脸局部，存在标签冲突
trn01368,keep,,
trn01369,keep,,
trn01370,keep,,
trn01371,keep,,
trn01372,keep,,
trn01373,keep,,
trn01374,keep,,
trn01375,keep,,
trn01376,keep,,
trn01377,keep,,
trn01378,keep,,
trn01379,keep,,
trn01380,keep,,
trn01381,keep,,
trn01382,keep,,
trn01383,keep,,
trn01384,keep,,
trn01385,keep,,
trn01386,keep,,
trn01387,keep,,
trn01388,keep,,
trn01389,keep,,
trn01390,keep,,
trn01391,keep,,
trn01392,keep,,
trn01393,keep,,
trn01394,keep,,
trn01395,keep,,
trn01396,keep,,
trn01397,keep,,
trn01398,keep,,
trn01399,keep,,
trn01400,keep,,
trn01401,keep,,
trn01402,keep,,
trn01403,keep,,
trn01404,keep,,
trn01405,keep,,
trn01406,keep,,
trn01407,keep,,
trn01408,keep,,
trn01409,keep,,
trn01410,keep,,
trn01411,keep,,
trn01412,keep,,
trn01413,keep,,
trn01414,keep,,
trn01415,keep,,
trn01416,keep,,
trn01417,keep,,
trn01418,keep,,
trn01419,keep,,
trn01420,keep,,
trn01421,keep,,
trn01422,keep,,
trn01423,keep,,
trn01424,keep,,
trn01425,keep,,
trn01426,keep,,
trn01427,keep,,
trn01428,keep,,
trn01429,keep,,
trn01430,keep,,
trn01431,keep,,
trn01432,keep,,
trn01433,keep,,
trn01434,keep,,
trn01435,keep,,
trn01436,keep,,
trn01437,keep,,
trn01438,keep,,
trn01439,keep,,
trn01440,keep,,
trn01441,keep,,
trn01442,keep,,
trn01443,keep,,
trn01444,keep,,
trn01445,keep,,
trn01446,keep,,
trn01447,keep,,
trn01448,keep,,
trn01449,keep,,
trn01450,keep,,
trn01451,keep,,
trn01452,keep,,
trn01453,keep,,
trn01454,keep,,
trn01455,keep,,
trn01456,keep,,
trn01457,keep,,
trn01458,keep,,
trn01459,keep,,
trn01460,keep,,
trn01461,keep,,
trn01462,keep,,
trn01463,keep,,
trn01464,keep,,
trn01465,keep,,
trn01466,keep,,
trn01467,keep,,
trn01468,keep,,
trn01469,keep,,
trn01470,keep,,
trn01471,keep,,
trn01472,keep,,
trn01473,keep,,
trn01474,keep,,
trn01475,keep,,
trn01476,keep,,
trn01477,keep,,
trn01478,keep,,
trn01479,keep,,
trn01480,keep,,
trn01481,keep,,
trn01482,keep,,
trn01483,keep,,
trn01484,keep,,
trn01485,keep,,
trn01486,keep,,
trn01487,keep,,
trn01488,keep,,
trn01489,keep,,
trn01490,keep,,
trn01491,keep,,
trn01492,keep,,
trn01493,keep,,
trn01494,keep,,
trn01495,keep,,
trn01496,keep,,
trn01497,keep,,
trn01498,keep,,
trn01499,keep,,
trn01500,keep,,
trn01501,keep,,
trn01502,keep,,
trn01503,keep,,
trn01504,keep,,
trn01505,keep,,
trn01506,keep,,
trn01507,keep,,
trn01508,keep,,
trn01509,keep,,
trn01510,keep,,
trn01511,reject,,负样本混入人物面部及五官，存在标签冲突
trn01512,keep,,
trn01513,keep,,
trn01514,keep,,
trn01515,keep,,
trn01516,keep,,
trn01517,keep,,
trn01518,keep,,
trn01519,keep,,
trn01520,keep,,
trn01521,keep,,
trn01522,keep,,
trn01523,keep,,
trn01524,keep,,
trn01525,keep,,
trn01526,keep,,
trn01527,keep,,
trn01528,keep,,
trn01529,keep,,
trn01530,keep,,
trn01531,keep,,
trn01532,keep,,
trn01533,keep,,
trn01534,reject,,负样本包含正面人脸及清晰五官，存在标签冲突
trn01535,keep,,
trn01536,keep,,
trn01537,keep,,
trn01538,keep,,
trn01539,keep,,
trn01540,keep,,
trn01541,keep,,
trn01542,keep,,
trn01543,keep,,
trn01544,keep,,
trn01545,keep,,
trn01546,keep,,
trn01547,keep,,
trn01548,keep,,
trn01549,keep,,
trn01550,keep,,
trn01551,keep,,
trn01552,keep,,
trn01553,keep,,
trn01554,keep,,
trn01555,keep,,
trn01556,keep,,
trn01557,keep,,
trn01558,keep,,
trn01559,keep,,
trn01560,keep,,
trn01561,keep,,
trn01562,keep,,
trn01563,keep,,
trn01564,keep,,
trn01565,keep,,
trn01566,keep,,
trn01567,keep,,
trn01568,keep,,
trn01569,keep,,
trn01570,keep,,
trn01571,keep,,
trn01572,keep,,
trn01573,keep,,
trn01574,keep,,
trn01575,keep,,
trn01576,keep,,
trn01577,keep,,
trn01578,keep,,
trn01579,keep,,
trn01580,keep,,
trn01581,keep,,
trn01582,keep,,
trn01583,keep,,
trn01584,keep,,
trn01585,keep,,
trn01586,keep,,
trn01587,keep,,
trn01588,keep,,
trn01589,keep,,
trn01590,keep,,
trn01591,keep,,
trn01592,keep,,
trn01593,keep,,
trn01594,reject,,负样本疑似包含侧脸或人脸局部，存在标签冲突
trn01595,keep,,
trn01596,keep,,
trn01597,keep,,
trn01598,keep,,
trn01599,reject,,负样本含人物面部，存在标签冲突
trn01600,keep,,
trn01601,keep,,
trn01602,keep,,
trn01603,keep,,
trn01604,keep,,
trn01605,keep,,
trn01606,keep,,
trn01607,keep,,
trn01608,keep,,
trn01609,keep,,
trn01610,keep,,
trn01611,keep,,
trn01612,keep,,
trn01613,keep,,
trn01614,keep,,
trn01615,keep,,
trn01616,keep,,
trn01617,keep,,
trn01618,keep,,
trn01619,keep,,
trn01620,keep,,
trn01621,keep,,
trn01622,keep,,
trn01623,keep,,
trn01624,keep,,
trn01625,keep,,
trn01626,keep,,
trn01627,keep,,
trn01628,keep,,
trn01629,keep,,
trn01630,keep,,
trn01631,keep,,
trn01632,keep,,
trn01633,keep,,
trn01634,keep,,
trn01635,keep,,
trn01636,keep,,
trn01637,keep,,
trn01638,keep,,
trn01639,keep,,
trn01640,keep,,
trn01641,keep,,
trn01642,keep,,
trn01643,keep,,
trn01644,keep,,
trn01645,keep,,
trn01646,keep,,
trn01647,keep,,
trn01648,keep,,
trn01649,keep,,
trn01650,keep,,
trn01651,keep,,
trn01652,keep,,
trn01653,keep,,
trn01654,keep,,
trn01655,keep,,
trn01656,keep,,
trn01657,keep,,
trn01658,keep,,
trn01659,keep,,
trn01660,keep,,
trn01661,keep,,
trn01662,keep,,
trn01663,keep,,
trn01664,keep,,
trn01665,keep,,
trn01666,keep,,
trn01667,keep,,
trn01668,keep,,
trn01669,reject,,负样本包含疑似小尺寸人物人脸，存在标签冲突
trn01670,keep,,
trn01671,keep,,
trn01672,keep,,
trn01673,keep,,
trn01674,keep,,
trn01675,keep,,
trn01676,keep,,
trn01677,keep,,
trn01678,keep,,
trn01679,keep,,
trn01680,keep,,
trn01681,keep,,
trn01682,keep,,
trn01683,keep,,
trn01684,keep,,
trn01685,keep,,
trn01686,keep,,
trn01687,keep,,
trn01688,keep,,
trn01689,keep,,
trn01690,keep,,
trn01691,keep,,
trn01692,keep,,
trn01693,keep,,
trn01694,keep,,
trn01695,keep,,
trn01696,keep,,
trn01697,keep,,
trn01698,keep,,
trn01699,keep,,
trn01700,keep,,
trn01701,keep,,
trn01702,keep,,
trn01703,keep,,
trn01704,keep,,
trn01705,keep,,
trn01706,keep,,
trn01707,keep,,
trn01708,keep,,
trn01709,keep,,
trn01710,keep,,
trn01711,keep,,
trn01712,keep,,
trn01713,keep,,
trn01714,keep,,
trn01715,keep,,
trn01716,keep,,
trn01717,keep,,
trn01718,keep,,
trn01719,reject,,负样本包含人物面部及五官，存在标签冲突
trn01720,keep,,
trn01721,keep,,
trn01722,keep,,
trn01723,keep,,
trn01724,keep,,
trn01725,keep,,
trn01726,keep,,
trn01727,keep,,
trn01728,keep,,
trn01729,keep,,
trn01730,keep,,
trn01731,keep,,
trn01732,keep,,
trn01733,keep,,
trn01734,keep,,
trn01735,keep,,
trn01736,keep,,
trn01737,keep,,
trn01738,keep,,
trn01739,keep,,
trn01740,keep,,
trn01741,keep,,
trn01742,keep,,
trn01743,keep,,
trn01744,keep,,
trn01745,keep,,
trn01746,keep,,
trn01747,keep,,
trn01748,keep,,
trn01749,keep,,
trn01750,keep,,
trn01751,keep,,
trn01752,keep,,
trn01753,keep,,
trn01754,keep,,
trn01755,keep,,
trn01756,keep,,
trn01757,keep,,
trn01758,keep,,
trn01759,keep,,
trn01760,keep,,
trn01761,keep,,
trn01762,keep,,
trn01763,keep,,
trn01764,keep,,
trn01765,keep,,
trn01766,keep,,
trn01767,keep,,
trn01768,keep,,
trn01769,keep,,
trn01770,keep,,
trn01771,keep,,
trn01772,keep,,
trn01773,keep,,
trn01774,keep,,
trn01775,keep,,
trn01776,keep,,
trn01777,keep,,
trn01778,keep,,
trn01779,keep,,
trn01780,keep,,
trn01781,keep,,
trn01782,keep,,
trn01783,keep,,
trn01784,keep,,
trn01785,keep,,
trn01786,keep,,
trn01787,keep,,
trn01788,keep,,
trn01789,keep,,
trn01790,keep,,
trn01791,keep,,
trn01792,keep,,
trn01793,keep,,
trn01794,keep,,
trn01795,keep,,
trn01796,keep,,
trn01797,keep,,
trn01798,keep,,
trn01799,keep,,
vap00000,keep,,
vap00001,keep,,
vap00002,keep,,
vap00003,keep,,
vap00004,keep,,
vap00005,keep,,
vap00006,keep,,
vap00007,keep,,
vap00008,keep,,
vap00009,keep,,
vap00010,keep,,
vap00011,keep,,
vap00012,reject,,侧脸部分截断，脸部轮廓及五官不完整
vap00013,keep,,
vap00014,keep,,
vap00015,keep,,
vap00016,keep,,
vap00017,reject,,脸部被边框截断，主要五官不完整
vap00018,keep,,
vap00019,keep,,
vap00020,reject,,面部被大面积遮挡或截断，完整五官缺失
vap00021,keep,,
vap00022,keep,,
vap00023,keep,,
vap00024,keep,,
vap00025,keep,,
vap00026,keep,,
vap00027,keep,,
vap00028,keep,,
vap00029,keep,,
vap00030,keep,,
vap00031,keep,,
vap00032,keep,,
vap00033,keep,,
vap00034,keep,,
vap00035,keep,,
vap00036,keep,,
vap00037,keep,,
vap00038,keep,,
vap00039,keep,,
vap00040,keep,,
vap00041,keep,,
vap00042,keep,,
vap00043,keep,,
vap00044,keep,,
vap00045,keep,,
vap00046,keep,,
vap00047,keep,,
vap00048,keep,,
vap00049,keep,,
vap00050,keep,,
vap00051,keep,,
vap00052,keep,,
vap00053,keep,,
vap00054,keep,,
vap00055,keep,,
vap00056,keep,,
vap00057,keep,,
vap00058,keep,,
vap00059,keep,,
vap00060,reject,,错误框，仅有局部轮廓，未截取完整脸部
vap00061,keep,,
vap00062,keep,,
vap00063,keep,,
vap00064,keep,,
vap00065,keep,,
vap00066,keep,,
vap00067,keep,,
vap00068,keep,,
vap00069,keep,,
vap00070,keep,,
vap00071,keep,,
vap00072,keep,,
vap00073,reject,,面部仅余模糊局部，无法辨认完整人脸
vap00074,keep,,
vap00075,keep,,
vap00076,keep,,
vap00077,keep,,
vap00078,keep,,
vap00079,keep,,
vap00080,keep,,
vap00081,keep,,
vap00082,keep,,
vap00083,keep,,
vap00084,keep,,
vap00085,keep,,
vap00086,keep,,
vap00087,keep,,
vap00088,keep,,
vap00089,keep,,
vap00090,keep,,
vap00091,keep,,
vap00092,keep,,
vap00093,keep,,
vap00094,keep,,
vap00095,keep,,
vap00096,keep,,
vap00097,keep,,
vap00098,keep,,
vap00099,keep,,
vap00100,keep,,
vap00101,keep,,
vap00102,keep,,
vap00103,keep,,
vap00104,keep,,
vap00105,keep,,
vap00106,keep,,
vap00107,keep,,
vap00108,keep,,
vap00109,reject,,错误框，主体为背景及画面线条
vap00110,keep,,
vap00111,keep,,
vap00112,keep,,
vap00113,keep,,
vap00114,keep,,
vap00115,keep,,
vap00116,keep,,
vap00117,keep,,
vap00118,keep,,
vap00119,keep,,
vap00120,keep,,
vap00121,keep,,
vap00122,keep,,
vap00123,keep,,
vap00124,keep,,
vap00125,keep,,
vap00126,keep,,
vap00127,keep,,
vap00128,keep,,
vap00129,keep,,
vap00130,keep,,
vap00131,keep,,
vap00132,keep,,
vap00133,keep,,
vap00134,keep,,
vap00135,reject,,头发遮挡且侧脸被裁切，面部不完整
vap00136,keep,,
vap00137,keep,,
vap00138,keep,,
vap00139,keep,,
vap00140,keep,,
vap00141,reject,,仅截取下半脸，眼部等主要五官缺失
vap00142,keep,,
vap00143,keep,,
vap00144,reject,,局部五官被截断，脸部不完整
vap00145,keep,,
vap00146,keep,,
vap00147,keep,,
vap00148,keep,,
vap00149,keep,,
vap00150,keep,,
vap00151,keep,,
vap00152,keep,,
vap00153,keep,,
vap00154,keep,,
vap00155,keep,,
vap00156,keep,,
vap00157,keep,,
vap00158,keep,,
vap00159,keep,,
vap00160,keep,,
vap00161,keep,,
vap00162,keep,,
vap00163,keep,,
vap00164,keep,,
vap00165,keep,,
vap00166,keep,,
vap00167,keep,,
vap00168,keep,,
vap00169,keep,,
vap00170,keep,,
vap00171,keep,,
vap00172,keep,,
vap00173,keep,,
vap00174,keep,,
vap00175,keep,,
vap00176,keep,,
vap00177,keep,,
vap00178,keep,,
vap00179,keep,,
vap00180,reject,,大面积头发遮挡，主要五官缺失
vap00181,keep,,
vap00182,keep,,
vap00183,keep,,
vap00184,keep,,
vap00185,keep,,
vap00186,keep,,
vap00187,keep,,
vap00188,keep,,
vap00189,keep,,
vap00190,keep,,
vap00191,keep,,
vap00192,keep,,
vap00193,reject,,错误框，画面杂线过多，未形成完整人脸
vap00194,keep,,
vap00195,keep,,
vap00196,keep,,
vap00197,keep,,
vap00198,keep,,
vap00199,keep,,
vap00200,keep,,
vap00201,keep,,
vap00202,keep,,
vap00203,keep,,
vap00204,keep,,
vap00205,keep,,
vap00206,keep,,
vap00207,keep,,
vap00208,keep,,
vap00209,keep,,
vap00210,reject,,脸部严重裁切且图像过浅，五官难以辨认
vap00211,keep,,
vap00212,keep,,
vap00213,keep,,
vap00214,keep,,
vap00215,keep,,
vap00216,keep,,
vap00217,keep,,
vap00218,keep,,
vap00219,keep,,
vap00220,reject,,脸部侧缘被截断，面部不完整
vap00221,keep,,
vap00222,keep,,
vap00223,keep,,
vap00224,keep,,
vap00225,keep,,
vap00226,keep,,
vap00227,keep,,
vap00228,keep,,
vap00229,keep,,
vap00230,reject,,脸部被背景或头发遮挡，完整面部不可辨认
vap00231,keep,,
vap00232,keep,,
vap00233,keep,,
vap00234,keep,,
vap00235,keep,,
vap00236,keep,,
vap00237,keep,,
vap00238,keep,,
vap00239,keep,,
van00000,reject,,负样本包含疑似人物头部及面部，存在标签冲突
van00001,keep,,
van00002,keep,,
van00003,keep,,
van00004,keep,,
van00005,keep,,
van00006,keep,,
van00007,keep,,
van00008,keep,,
van00009,keep,,
van00010,keep,,
van00011,keep,,
van00012,keep,,
van00013,keep,,
van00014,keep,,
van00015,keep,,
van00016,keep,,
van00017,keep,,
van00018,keep,,
van00019,keep,,
van00020,keep,,
van00021,keep,,
van00022,keep,,
van00023,keep,,
van00024,keep,,
van00025,keep,,
van00026,keep,,
van00027,keep,,
van00028,keep,,
van00029,keep,,
van00030,keep,,
van00031,keep,,
van00032,keep,,
van00033,keep,,
van00034,keep,,
van00035,keep,,
van00036,keep,,
van00037,keep,,
van00038,keep,,
van00039,keep,,
van00040,keep,,
van00041,keep,,
van00042,keep,,
van00043,keep,,
van00044,keep,,
van00045,keep,,
van00046,keep,,
van00047,keep,,
van00048,keep,,
van00049,keep,,
van00050,keep,,
van00051,keep,,
van00052,keep,,
van00053,keep,,
van00054,keep,,
van00055,keep,,
van00056,keep,,
van00057,keep,,
van00058,keep,,
van00059,keep,,
van00060,keep,,
van00061,keep,,
van00062,keep,,
van00063,keep,,
van00064,keep,,
van00065,keep,,
van00066,keep,,
van00067,keep,,
van00068,keep,,
van00069,keep,,
van00070,keep,,
van00071,keep,,
van00072,keep,,
van00073,keep,,
van00074,keep,,
van00075,keep,,
van00076,keep,,
van00077,keep,,
van00078,keep,,
van00079,keep,,
van00080,keep,,
van00081,keep,,
van00082,keep,,
van00083,keep,,
van00084,keep,,
van00085,keep,,
van00086,keep,,
van00087,keep,,
van00088,keep,,
van00089,keep,,
van00090,keep,,
van00091,keep,,
van00092,keep,,
van00093,keep,,
van00094,keep,,
van00095,keep,,
van00096,keep,,
van00097,keep,,
van00098,keep,,
van00099,keep,,
van00100,keep,,
van00101,keep,,
van00102,keep,,
van00103,keep,,
van00104,keep,,
van00105,keep,,
van00106,keep,,
van00107,keep,,
van00108,keep,,
van00109,keep,,
van00110,keep,,
van00111,reject,,负样本中出现疑似脸部轮廓，存在标签冲突
van00112,keep,,
van00113,keep,,
van00114,keep,,
van00115,keep,,
van00116,keep,,
van00117,reject,,负样本疑似包含人物面部局部，存在标签冲突
van00118,keep,,
van00119,keep,,
van00120,keep,,
van00121,keep,,
van00122,keep,,
van00123,keep,,
van00124,keep,,
van00125,keep,,
van00126,keep,,
van00127,keep,,
van00128,keep,,
van00129,keep,,
van00130,keep,,
